Estación,Provincia,Año,Mes,Precipitación,Temperatura máxima,Temperatura mínima,Presión atmosférica,Velocidad del viento,Nubosidad,Humedad relativa
Las Américas,Santo Domingo,1969,12,9.4,29.3,19.8,,11.9,4.8,
Las Américas,Santo Domingo,1969,3,20.2,30.8,20.5,,14.9,4.2,75.5
Las Américas,Santo Domingo,1969,5,273,31.3,23.2,,13.1,5.5,82.1
Las Américas,Santo Domingo,1969,7,48.9,32.200000000000003,22.7,,12.7,4.8,80.900000000000006
Las Américas,Santo Domingo,1969,9,150.6,31.6,22.6,,10.9,5.4,85.4
Las Américas,Santo Domingo,1970,10,177.6,30.2,22,,10.7,5,88.2
Las Américas,Santo Domingo,1970,12,28.1,28.9,19.399999999999999,,12.7,4.5999999999999996,89.2
Las Américas,Santo Domingo,1970,3,2.8,30.3,19.2,,13.9,3.8,85.2
Las Américas,Santo Domingo,1970,5,65,31.3,21.2,,12.5,5.5,85.7
Las Américas,Santo Domingo,1970,7,54.5,31.7,22.7,,12.8,5.7,87.8
Las Américas,Santo Domingo,1970,9,74.400000000000006,31.4,22,,11.2,5.8,83.8
Las Américas,Santo Domingo,1971,10,174.9,30.1,21.3,,10.5,5.7,88.8
Las Américas,Santo Domingo,1971,12,35.200000000000003,29.1,19.2,,12.7,4,87.5
Las Américas,Santo Domingo,1971,3,44.4,29.3,18.8,,12.3,4,79.8
Las Américas,Santo Domingo,1971,5,62.5,30.5,20.9,,12.3,4.8,80.7
Las Américas,Santo Domingo,1971,7,145.80000000000001,30.7,21.6,,12.5,5.2,84.8
Las Américas,Santo Domingo,1971,9,64.400000000000006,31.2,22.1,,10.7,4.9000000000000004,88.3
Las Américas,Santo Domingo,1972,10,218.3,30.9,22.3,,11.1,5,86.6
Las Américas,Santo Domingo,1972,12,116.9,29.3,20.399999999999999,,12.5,3.7,86.3
Las Américas,Santo Domingo,1972,3,50.9,28.5,19.2,,12.6,4.3,83.5
Las Américas,Santo Domingo,1972,5,113.9,29.3,21.8,,13.8,5.4,84.5
Las Américas,Santo Domingo,1972,7,56.8,31.5,22.1,,13.3,5,83.5
Las Américas,Santo Domingo,1972,9,112.4,30.9,22.3,,11.7,5.2,85.7
Las Américas,Santo Domingo,1973,10,222.2,30.9,22.8,,11.4,5,84.9
Las Américas,Santo Domingo,1973,12,51.3,28.4,19,,13,3.9,83.3
Las Américas,Santo Domingo,1973,3,78,29.8,20.3,,12.9,3.7,82.1
Las Américas,Santo Domingo,1973,5,64.099999999999994,30.6,22,,12.3,4.2,80.900000000000006
Las Américas,Santo Domingo,1973,7,76.3,31.3,23,,12.1,4.3,82.4
Las Américas,Santo Domingo,1973,9,121.1,31.5,22.8,,11.3,4.8,85.4
Las Américas,Santo Domingo,1974,10,147,30.7,21.9,,11.2,4.7,85.1
Las Américas,Santo Domingo,1974,12,21.6,29.2,19.899999999999999,,11.5,3.9,83.9
Las Américas,Santo Domingo,1974,3,18.3,29,18.899999999999999,,12.6,3.9,81.5
Las Américas,Santo Domingo,1974,5,29.7,29.6,21.5,,13.1,4.5,82
Las Américas,Santo Domingo,1974,7,43.6,31.1,22.9,,12,4.4000000000000004,81.900000000000006
Las Américas,Santo Domingo,1974,9,280.10000000000002,30,22.8,,9.8000000000000007,5.7,88.4
Las Américas,Santo Domingo,1975,10,155.19999999999999,31.2,21.9,,10.3,5,84.2
Las Américas,Santo Domingo,1975,12,235.9,27.8,18.8,,12.1,4.8,84
Las Américas,Santo Domingo,1975,3,38.4,29,19.3,,12.6,2.5,79.8
Las Américas,Santo Domingo,1975,5,100.9,30,21.8,,12.4,2.9,79.599999999999994
Las Américas,Santo Domingo,1975,7,39.799999999999997,31.9,22.4,,12.1,2.5,77.900000000000006
Las Américas,Santo Domingo,1975,9,256,31.2,22.2,,11.2,5.0999999999999996,83
Las Américas,Santo Domingo,1976,10,235.7,31.4,22.5,,11.7,4.7,83
Las Américas,Santo Domingo,1976,12,52.3,30,20,,11.6,3.3,84.7
Las Américas,Santo Domingo,1976,3,45.4,29,18.100000000000001,,12.7,3.6,83
Las Américas,Santo Domingo,1976,5,19.899999999999999,31.4,21.4,,13.8,4,77.599999999999994
Las Américas,Santo Domingo,1976,7,67.599999999999994,31.3,22.2,,12.1,4.5999999999999996,77.099999999999994
Las Américas,Santo Domingo,1976,9,183,31.8,22.3,,10.8,4.9000000000000004,80.400000000000006
Las Américas,Santo Domingo,1977,10,116.9,31.4,22.1,,11.3,4.9000000000000004,84.5
Las Américas,Santo Domingo,1977,12,168.9,29.8,20.6,,12.4,4.4000000000000004,84.4
Las Américas,Santo Domingo,1977,3,5.4,30.6,19.5,,13.4,2.7,76.400000000000006
Las Américas,Santo Domingo,1977,5,197.7,30.1,21.8,,12.5,5.7,81.900000000000006
Las Américas,Santo Domingo,1977,7,70.5,31.8,22.5,,11.9,4.5,80.599999999999994
Las Américas,Santo Domingo,1977,9,90.9,31.7,22.5,,11.6,4.7,83.8
Las Américas,Santo Domingo,1978,10,359.5,31.6,22.1,,11.7,4.8,82.3
Las Américas,Santo Domingo,1978,12,31.8,30.8,19.7,,11.6,3.5,81
Las Américas,Santo Domingo,1978,3,26.5,30.5,20.5,,13.2,3.7,77.3
Las Américas,Santo Domingo,1978,5,143.80000000000001,31.5,22,,13.8,4.5,79.2
Las Américas,Santo Domingo,1978,7,149.69999999999999,32.1,22.4,,12.5,4.9000000000000004,80.3
Las Américas,Santo Domingo,1978,9,57.6,32.700000000000003,22.2,,11.8,4.8,80.099999999999994
Las Américas,Santo Domingo,1979,10,192.7,32.1,22.3,,9.1,4.4000000000000004,81.5
Las Américas,Santo Domingo,1979,12,54.6,30.3,19.3,,9.3000000000000007,3.9,81.3
Las Américas,Santo Domingo,1979,3,41.2,30,19,,13.4,4.8,75.7
Las Américas,Santo Domingo,1979,5,261.3,31.2,21.5,,11.6,5.3,82.1
Las Américas,Santo Domingo,1979,7,205.6,32,23,,12.7,4.8,80.7
Las Américas,Santo Domingo,1979,9,436.2,31.3,22.6,,10.9,5.8,83.6
Las Américas,Santo Domingo,1980,10,108.1,32.4,22.5,,7.9,5.3,84.4
Las Américas,Santo Domingo,1980,12,56,31,20.100000000000001,,8.6,4.5,81.900000000000006
Las Américas,Santo Domingo,1980,3,15.1,30.9,19.7,,10.4,3.3,80.5
Las Américas,Santo Domingo,1980,5,333.3,31.4,23.2,,9.1,5.0999999999999996,81.7
Las Américas,Santo Domingo,1980,7,128.4,32.799999999999997,23.2,,9.6999999999999993,4.9000000000000004,80.599999999999994
Las Américas,Santo Domingo,1980,9,80.8,33.1,22.7,,8.6,5.3,83
Las Américas,Santo Domingo,1981,10,,32,21.7,,7.3,4.9000000000000004,82.1
Las Américas,Santo Domingo,1981,12,,30.7,20.2,,7.8,5,81.900000000000006
Las Américas,Santo Domingo,1981,3,,30.7,20.3,,9.1,4.4000000000000004,78.8
Las Américas,Santo Domingo,1981,5,,30.8,21.9,,8.1999999999999993,6.1,83.7
Las Américas,Santo Domingo,1981,7,,31.8,22.2,,8.1999999999999993,5.0999999999999996,82.6
Las Américas,Santo Domingo,1981,9,,32.700000000000003,22,,7.5,4.2,81.400000000000006
Las Américas,Santo Domingo,1982,10,36.200000000000003,31.7,21.3,1011.6,7.4,3.9,79.400000000000006
Las Américas,Santo Domingo,1982,12,5.2,30,18.399999999999999,,8.8000000000000007,,78.900000000000006
Las Américas,Santo Domingo,1982,3,15.5,30.6,18.600000000000001,1014.2,9.6,3,74.900000000000006
Las Américas,Santo Domingo,1982,5,307.89999999999998,30.3,21.1,1012.3,8.1999999999999993,6,81.7
Las Américas,Santo Domingo,1982,7,48.8,32.700000000000003,21.7,1014.7,8.1,5.3,79.8
Las Américas,Santo Domingo,1982,9,75.3,32,21.8,1012.1,8.5,4.5999999999999996,79.7
Las Américas,Santo Domingo,1983,10,40.5,32,21.2,1012.2,7.3,4.9000000000000004,82.1
Las Américas,Santo Domingo,1983,12,55,31,19.3,1014.9,7.7,3.9,82
Las Américas,Santo Domingo,1983,3,67.900000000000006,30.9,20.7,1011.9,9.5,4.2,79.2
Las Américas,Santo Domingo,1983,5,212.8,31.6,21.5,1011.7,7.7,5.0999999999999996,82.4
Las Américas,Santo Domingo,1983,7,80.900000000000006,32.9,22.3,1014.3,8.4,5.2,79.7
Las Américas,Santo Domingo,1983,9,52.7,32.5,22,1013.6,8.6,5.0999999999999996,81
Las Américas,Santo Domingo,1984,10,110.7,30.6,21.1,1011.9,7.3,4.5999999999999996,83.5
Las Américas,Santo Domingo,1984,12,61.6,29.2,18.2,1014.5,8.8000000000000007,3.7,79.400000000000006
Las Américas,Santo Domingo,1984,3,9.3000000000000007,30.6,18.100000000000001,1013.7,8.5,3.2,77.400000000000006
Las Américas,Santo Domingo,1984,5,108.6,31.5,20,1013.8,8.6,4,79.8
Las Américas,Santo Domingo,1984,7,101.8,31.3,21.6,1014.2,8.8000000000000007,4.8,80.900000000000006
Las Américas,Santo Domingo,1984,9,154.1,30.9,21.8,1011.7,7.4,5.0999999999999996,83.7
Las Américas,Santo Domingo,1985,10,274,30.1,21.3,1011,7.2,5.2,85.7
Las Américas,Santo Domingo,1985,12,12.1,29.9,19.899999999999999,1015.1,8.1,3.8,82.4
Las Américas,Santo Domingo,1985,3,52,29.2,18.2,1014.5,8.3000000000000007,4.0999999999999996,78.3
Las Américas,Santo Domingo,1985,5,156.69999999999999,30.6,21.2,1012.8,8.4,4.4000000000000004,79.7
Las Américas,Santo Domingo,1985,7,158.19999999999999,31.8,22.7,1014.9,8.1,4.9000000000000004,78.599999999999994
Las Américas,Santo Domingo,1985,9,313.7,31.3,21.9,1011.2,7.6,4.9000000000000004,82.4
Las Américas,Santo Domingo,1986,10,108.1,31.3,22.4,1012.4,8.5,4.3,84.2
Las Américas,Santo Domingo,1986,12,23.9,29.9,20.100000000000001,1014.4,9.4,3.4,83
Las Américas,Santo Domingo,1986,3,15.7,29.7,19,1014.5,10.199999999999999,3.3,77.8
Las Américas,Santo Domingo,1986,5,362.9,29.5,21.6,1011.5,9.3000000000000007,5.3,85.1
Las Américas,Santo Domingo,1986,7,46.1,32.1,22.8,1016,10.6,4.4000000000000004,79.7
Las Américas,Santo Domingo,1986,9,179.3,31.3,22.4,1013.4,9.1999999999999993,4.4000000000000004,83.3
Las Américas,Santo Domingo,1987,10,202,31.1,23,1010.3,,4.8,
Las Américas,Santo Domingo,1987,12,242.7,29.7,21.9,1013.7,,4.5999999999999996,
Las Américas,Santo Domingo,1987,3,6.7,30,20,1011.5,10.9,3.5,
Las Américas,Santo Domingo,1987,5,156.30000000000001,30.5,22.5,1011.1,10,5,
Las Américas,Santo Domingo,1987,7,125,32.5,22.6,1013.6,11.8,5,
Las Américas,Santo Domingo,1987,9,215.7,32.200000000000003,22.6,1012.1,,4.5999999999999996,
Las Américas,Santo Domingo,1988,10,132,30.9,22.8,1010.2,,4.7,79.8
Las Américas,Santo Domingo,1988,12,46.7,29.4,20.100000000000001,1014.3,,4.4000000000000004,
Las Américas,Santo Domingo,1988,3,114.6,29.9,19.7,1015.5,,3.7,74.599999999999994
Las Américas,Santo Domingo,1988,5,110.2,30.5,22.5,1013.3,,4.4000000000000004,81
Las Américas,Santo Domingo,1988,7,241.9,31.8,23,1014.7,,4.8,80.8
Las Américas,Santo Domingo,1988,9,176.7,31.3,23,1011.9,,5.2,
Las Américas,Santo Domingo,1989,10,59.6,31.6,22.1,1011.8,,4,
Las Américas,Santo Domingo,1989,12,41.3,30.5,20.100000000000001,1014.2,,3.3,
Las Américas,Santo Domingo,1989,3,166.4,28.3,20,1014.1,,,
Las Américas,Santo Domingo,1989,5,117.3,29.8,21.6,1013.9,,4.2,
Las Américas,Santo Domingo,1989,7,95.7,31.6,22.9,1014.8,,5.0999999999999996,
Las Américas,Santo Domingo,1989,9,157.4,31.5,22.9,1010.2,,4.7,
Las Américas,Santo Domingo,1990,10,,,,,,,
Las Américas,Santo Domingo,1990,12,,,,,,,
Las Américas,Santo Domingo,1990,3,24.3,29.8,19.7,1015.3,13.2,4.2,77.2
Las Américas,Santo Domingo,1990,5,44,31.5,22.5,1013.7,,4.5,77.900000000000006
Las Américas,Santo Domingo,1990,7,,,,,,,
Las Américas,Santo Domingo,1990,9,,,,,,,
Las Américas,Santo Domingo,1991,10,140.6,30.8,21.1,1011.3,11.2,,80.5
Las Américas,Santo Domingo,1991,12,24.8,29.1,18.600000000000001,1014.5,11.4,3.4,78.400000000000006
Las Américas,Santo Domingo,1991,3,31.8,30.3,20.100000000000001,1013.7,,3.4,76.099999999999994
Las Américas,Santo Domingo,1991,5,57.6,31,21.8,1013.5,11.7,5.2,79.3
Las Américas,Santo Domingo,1991,7,29,32.799999999999997,23,1015,12.7,,74.8
Las Américas,Santo Domingo,1991,9,188.2,31.2,21.4,,10.7,,80.3
Las Américas,Santo Domingo,1992,10,8.8000000000000007,32.1,22.1,1011.7,11,4.0999999999999996,77
Las Américas,Santo Domingo,1992,12,31,29.6,19.399999999999999,1013.1,10.8,3.3,84.1
Las Américas,Santo Domingo,1992,3,22.7,29.9,19.5,1013.3,,3.6,78.3
Las Américas,Santo Domingo,1992,5,221.5,30.2,20.399999999999999,1011.8,11.5,4.9000000000000004,83.6
Las Américas,Santo Domingo,1992,7,69.900000000000006,32.1,22.1,1015.3,12.9,4.5,76.599999999999994
Las Américas,Santo Domingo,1992,9,,,,,11.4,,
Las Américas,Santo Domingo,1993,10,48,32.6,22.5,1012,10.199999999999999,3.6,87.2
Las Américas,Santo Domingo,1993,12,15.6,30.5,20.6,1013,10.5,3,84.6
Las Américas,Santo Domingo,1993,3,94.3,29.4,19.7,1013.9,10.9,3.6,86.1
Las Américas,Santo Domingo,1993,5,102.1,30.5,21.2,1010.6,11.7,6,83.2
Las Américas,Santo Domingo,1993,7,,,,,11.2,,
Las Américas,Santo Domingo,1993,9,41.8,32.299999999999997,22.5,1012.2,11.2,4.5,83
Las Américas,Santo Domingo,1994,10,5.8,,,,,,
Las Américas,Santo Domingo,1994,12,61.6,29.9,21,1014.3,10.9,,87.7
Las Américas,Santo Domingo,1994,3,105.9,29.8,20.5,1013.3,11.3,3.6,84.7
Las Américas,Santo Domingo,1994,5,11.3,32,23,1012.6,12.3,4.2,82.8
Las Américas,Santo Domingo,1994,7,55.2,32.700000000000003,22.9,1015.1,12.7,4,82.8
Las Américas,Santo Domingo,1994,9,130.4,31.7,22.8,1012.5,11.1,4.4000000000000004,85.4
Las Américas,Santo Domingo,1995,10,215.1,31.7,22.7,1012.1,11.7,,84.3
Las Américas,Santo Domingo,1995,12,80.099999999999994,30.3,21.3,1014.9,10.8,,83.1
Las Américas,Santo Domingo,1995,3,8.8000000000000007,30,19.8,1014.6,12.3,,82.5
Las Américas,Santo Domingo,1995,5,56.3,32.6,23.2,1013.9,13.2,,82.9
Las Américas,Santo Domingo,1995,7,123.2,32.5,23.7,1014.1,11.9,,84.6
Las Américas,Santo Domingo,1995,9,116.4,32.1,23.4,1012.9,12.2,,84.4
Las Américas,Santo Domingo,1996,10,160.4,31.4,23,1010.5,12.2,4.7,88.6
Las Américas,Santo Domingo,1996,12,49.8,29.1,19.399999999999999,1013,12.5,3.7,87.2
Las Américas,Santo Domingo,1996,3,64.8,30,20.9,1013.5,13.2,,80.599999999999994
Las Américas,Santo Domingo,1996,5,28.7,31.8,22.6,1013.8,13.3,,80.599999999999994
Las Américas,Santo Domingo,1996,7,69.099999999999994,32.200000000000003,23.2,1014.5,12.8,,81.400000000000006
Las Américas,Santo Domingo,1996,9,307,31.5,23.6,1010.5,12.7,5,88.5
Las Américas,Santo Domingo,1997,10,168.2,31.7,23.4,1009.4,12.2,4.7,86.6
Las Américas,Santo Domingo,1997,12,19,31.2,21.8,1011,,2.8,84.9
Las Américas,Santo Domingo,1997,3,3.2,30.8,20.100000000000001,1014,13.3,3.5,83.4
Las Américas,Santo Domingo,1997,5,41.5,32.1,22.7,1012.6,13.3,3.7,82.9
Las Américas,Santo Domingo,1997,7,48.6,32.5,24.1,1013.6,12.3,4.9000000000000004,83.8
Las Américas,Santo Domingo,1997,9,67.7,33.700000000000003,24.2,1010.3,12.1,4,85
Las Américas,Santo Domingo,1998,10,79.599999999999994,,,,,,
Las Américas,Santo Domingo,1998,12,58.4,29.9,21.4,1010.9,11.6,4.3,83.6
Las Américas,Santo Domingo,1998,3,305.2,31.3,21.7,,12.9,3.5,77.599999999999994
Las Américas,Santo Domingo,1998,5,49.3,31.8,23,1010.1,11.4,4.7,86.4
Las Américas,Santo Domingo,1998,7,51.6,33,23.8,1012.1,11.8,4.8,83.8
Las Américas,Santo Domingo,1998,9,124.6,31.8,23.7,1008.6,14,4.8,87.7
Las Américas,Santo Domingo,1999,10,149.69999999999999,31.4,23.1,1010.5,10.9,4.5,87.4
Las Américas,Santo Domingo,1999,12,27.4,29,19.899999999999999,1013.9,14.9,4.9000000000000004,83.4
Las Américas,Santo Domingo,1999,3,43.1,29.3,20.7,1009.9,10.9,4.0999999999999996,84.7
Las Américas,Santo Domingo,1999,5,26.9,31.2,22.9,1012.5,11.9,4.9000000000000004,83
Las Américas,Santo Domingo,1999,7,39.4,32.299999999999997,23.3,1014.2,12.7,4.5,83.3
Las Américas,Santo Domingo,1999,9,191.1,32,23.7,1009.7,12,4.5,84.5
Las Américas,Santo Domingo,2000,10,58.5,32.1,22.9,1010.8,11.1,4.3,83.2
Las Américas,Santo Domingo,2000,12,24.1,29.6,21.3,1013.3,12.9,4.7,84.1
Las Américas,Santo Domingo,2000,3,11.7,29.2,19,1013.5,13,4.2,75.5
Las Américas,Santo Domingo,2000,5,89.5,30.7,22.2,1012.8,11.2,4.5,79.8
Las Américas,Santo Domingo,2000,7,11.9,32.5,23.8,1013.3,13.2,4.5,80.400000000000006
Las Américas,Santo Domingo,2000,9,222.2,31.6,23.4,1010.6,11.3,5.3,86.9
Las Américas,Santo Domingo,2001,10,84.4,31.9,31.9,1011.4,13,5.3,52.5
Las Américas,Santo Domingo,2001,12,95.5,29.9,21.7,,13,4.8,84.1
Las Américas,Santo Domingo,2001,3,10.9,30,20.2,1015.2,13.4,3.7,79.900000000000006
Las Américas,Santo Domingo,2001,5,40.5,30.5,22.9,1011.8,11.9,4.9000000000000004,82.2
Las Américas,Santo Domingo,2001,7,115.3,32.299999999999997,23.5,1013.9,13.5,4.4000000000000004,80.099999999999994
Las Américas,Santo Domingo,2001,9,49.1,32.5,23.6,1011.8,12.6,4.8,83.1
Las Américas,Santo Domingo,2002,10,73.8,31.3,22.9,1011,10.7,4.3,87.1
Las Américas,Santo Domingo,2002,12,38.700000000000003,30.8,21.3,1014,11.4,3.7,85
Las Américas,Santo Domingo,2002,3,3.4,30.2,20.6,1014.2,14.1,3.9,77.3
Las Américas,Santo Domingo,2002,5,97.5,30.7,22.6,1013.1,18.3,5.0999999999999996,82.8
Las Américas,Santo Domingo,2002,7,78.900000000000006,32,23.5,1014.3,12.6,4.5,83.5
Las Américas,Santo Domingo,2002,9,169.7,31.8,23.6,1011,12.1,5.2,85.1
Las Américas,Santo Domingo,2003,10,135,30.1,23.1,1009.1,26.6,5,86.7
Las Américas,Santo Domingo,2003,12,157.9,29.2,20.9,1012.2,27.2,4.2,86.5
Las Américas,Santo Domingo,2003,3,6.8,30.9,20.399999999999999,1012.4,13.3,3.1,81.2
Las Américas,Santo Domingo,2003,5,57.4,31.6,22.3,1013.3,19,3.9,81.599999999999994
Las Américas,Santo Domingo,2003,7,146.9,31.9,23.2,1014.5,33.4,4.7,83.4
Las Américas,Santo Domingo,2003,9,80.900000000000006,31.8,23.6,1011,32.200000000000003,4.5,85.1
Las Américas,Santo Domingo,2004,10,75.599999999999994,31.3,23.1,1010,27.4,4.8,87.2
Las Américas,Santo Domingo,2004,12,32.9,30.3,20.9,1012.9,12.9,4,88.1
Las Américas,Santo Domingo,2004,3,70,30.3,20.399999999999999,1014.3,14.3,4,81.3
Las Américas,Santo Domingo,2004,5,369.9,29.9,22.3,1011.1,21.8,5.0999999999999996,84.4
Las Américas,Santo Domingo,2004,7,88.1,31.6,23.2,1013.4,19.7,4.9000000000000004,85.1
Las Américas,Santo Domingo,2004,9,399.6,30.5,23.6,1009.8,27.8,6,87.6
Las Américas,Santo Domingo,2005,10,519,30.4,23.8,1008.9,12.9,5.9,88.1
Las Américas,Santo Domingo,2005,12,46.5,29.6,20.8,1013.2,12.2,4.3,84.2
Las Américas,Santo Domingo,2005,3,0,30.6,21.5,1012.9,13.6,3.6,80.7
Las Américas,Santo Domingo,2005,5,297.7,31,23.2,1010.5,13.4,5.7,83.8
Las Américas,Santo Domingo,2005,7,294.3,31.6,23.9,1013.1,12.1,5.5,83.5
Las Américas,Santo Domingo,2005,9,85.9,33,24,1010.7,11.3,5.3,83.6
Las Américas,Santo Domingo,2006,10,47.8,32.200000000000003,23.9,1009.8,12.9,5.0999999999999996,85.3
Las Américas,Santo Domingo,2006,12,22.8,30.9,21.7,1016.5,13.3,4,85.5
Las Américas,Santo Domingo,2006,3,106.4,30.4,20.3,1013.9,13.8,4.2,83.4
Las Américas,Santo Domingo,2006,5,16,32,21,1012.1,13.9,4.9000000000000004,82.1
Las Américas,Santo Domingo,2006,7,67.2,31.9,22.8,1014.6,14,5.6,87
Las Américas,Santo Domingo,2006,9,92.4,32.1,23.8,1011.6,13.1,4.5999999999999996,85.5
Las Américas,Santo Domingo,2007,10,494.3,30.7,23.3,1009.6,12.8,6.1,89.3
Las Américas,Santo Domingo,2007,12,235.8,29.9,20.2,1013.3,13.4,3.9,89.3
Las Américas,Santo Domingo,2007,3,89.7,30.4,21.2,1013.1,13.8,4.5,82.9
Las Américas,Santo Domingo,2007,5,95.8,31.5,23.2,1009.6,12.3,5.2,83.7
Las Américas,Santo Domingo,2007,7,86.8,32.5,23.8,1013.5,13.2,4.7,85.7
Las Américas,Santo Domingo,2007,9,92.2,32.4,23.5,1011.9,12.8,4.7,84.1
Las Américas,Santo Domingo,2008,10,183.9,32,22.4,1011.8,9.6999999999999993,4.9000000000000004,87.7
Las Américas,Santo Domingo,2008,12,37.1,30.1,19.7,1015.2,10.5,4.0999999999999996,86.4
Las Américas,Santo Domingo,2008,3,9.4,30.2,18.899999999999999,1014.5,13.6,4.3,84.3
Las Américas,Santo Domingo,2008,5,66.2,31.4,21.5,1012.7,11,4.5,85.7
Las Américas,Santo Domingo,2008,7,117.1,34.200000000000003,22.9,1014.8,12,4.9000000000000004,80.7
Las Américas,Santo Domingo,2008,9,554.9,32.6,28,1010.1,12.4,6,88.8
Las Américas,Santo Domingo,2009,10,149.30000000000001,32.5,22.7,1011.2,10,4.8,79.400000000000006
Las Américas,Santo Domingo,2009,12,104.4,31,21,1013.3,11,3.9,78.2
Las Américas,Santo Domingo,2009,3,35.6,29.8,18.5,1015.2,12.8,4.8,79.8
Las Américas,Santo Domingo,2009,5,231.8,29.8,21.6,1013.7,10.5,5.6,84.9
Las Américas,Santo Domingo,2009,7,112.8,32.700000000000003,23.3,1014.5,12.6,5,77.2
Las Américas,Santo Domingo,2009,9,53.1,33.200000000000003,22.8,1011.7,10.3,4.7,78.2
Las Américas,Santo Domingo,2010,10,311.3,31.5,22.3,1010.2,9.8000000000000007,4.9000000000000004,82
Las Américas,Santo Domingo,2010,12,19.8,29.2,18.899999999999999,1012.1,13.3,5.4,75.099999999999994
Las Américas,Santo Domingo,2010,3,27.9,30.9,21,1011.9,12.4,4.2,73.5
Las Américas,Santo Domingo,2010,5,565.6,31.4,22.9,1012,10.7,5.5,79.2
Las Américas,Santo Domingo,2010,7,738.3,31.9,23.3,1013.3,10.1,5.3,82.5
Las Américas,Santo Domingo,2010,9,569.6,32.5,22.7,1010.3,11.2,5.6,80.599999999999994
Las Américas,Santo Domingo,2011,10,144.9,31.2,22.3,1010.6,10,5,81.8
Las Américas,Santo Domingo,2011,12,44.8,30.2,19.600000000000001,1013.4,11.7,4,77.8
Las Américas,Santo Domingo,2011,3,20.6,31.1,18.600000000000001,1013.8,14,3.3,67.900000000000006
Las Américas,Santo Domingo,2011,5,304.3,31,21.6,1011,10.4,5.2,77.5
Las Américas,Santo Domingo,2011,7,384.4,31.1,22.1,1013,11.2,5.5,82.4
Las Américas,Santo Domingo,2011,9,232.4,32.1,22.5,1011.3,10.1,5.0999999999999996,81.5
Las Américas,Santo Domingo,2012,10,387.1,31.7,22.8,1009.4,10,5.4,83.9
Las Américas,Santo Domingo,2012,12,14.8,30.7,20.7,1013.1,10.5,4.0999999999999996,82.3
Las Américas,Santo Domingo,2012,3,104.4,30.1,19.100000000000001,1014.6,12.7,4.4000000000000004,84.1
Las Américas,Santo Domingo,2012,5,193.1,30.8,21.8,1012.6,11.5,5.0999999999999996,83.1
Las Américas,Santo Domingo,2012,7,151.1,33.1,22.9,1014.1,11.7,4.5999999999999996,78.2
Las Américas,Santo Domingo,2012,9,132.1,33,22.5,1012.4,9,4.2,79.7
Las Américas,Santo Domingo,2013,10,130.69999999999999,31.7,22.9,1011.4,8.5,5.5,85.2
Las Américas,Santo Domingo,2013,12,60.6,31.2,20.9,1014.2,11.5,4,83.8
Las Américas,Santo Domingo,2013,3,16.5,30.8,20.3,1014,11.3,4.9000000000000004,20.7
Las Américas,Santo Domingo,2013,5,176.9,31.3,21.6,1013.5,10.5,5.5,82.8
Las Américas,Santo Domingo,2013,7,168.5,31.9,22.8,1014.5,10.1,5.2,82.4
Las Américas,Santo Domingo,2013,9,132.6,32.799999999999997,23.5,1011,9.6999999999999993,5.3,82.3
Las Américas,Santo Domingo,2014,10,63.4,32.6,23.2,1010.8,9,4,80.900000000000006
Las Américas,Santo Domingo,2014,12,35.9,30.3,21,1013.5,10.6,4,83.2
Las Américas,Santo Domingo,2014,3,8.6999999999999993,30.6,20.3,1013.4,10.7,3.3,81.5
Las Américas,Santo Domingo,2014,5,104.8,31.1,22.2,1013.2,11.7,5,81.8
Las Américas,Santo Domingo,2014,7,57.3,32.700000000000003,23.4,1014.8,12.6,4.5,78.3
Las Américas,Santo Domingo,2014,9,122,31.9,23.3,1012.2,10,5.3,83.7
Las Américas,Santo Domingo,2015,10,191.9,32.4,23.8,1010.9,10,5.0999999999999996,80.400000000000006
Las Américas,Santo Domingo,2015,12,8.8000000000000007,30.7,21.6,1014.4,9.5,4.5,83.2
Las Américas,Santo Domingo,2015,3,13,30.5,20.3,1015.4,11.2,3.8,81.599999999999994
Las Américas,Santo Domingo,2015,5,66,31.9,22.6,1014.2,11.3,4.9000000000000004,78
Las Américas,Santo Domingo,2015,7,14,33.1,23.5,1014.7,12.1,4.5999999999999996,76.900000000000006
Las Américas,Santo Domingo,2015,9,92.2,32.700000000000003,23.7,1011.2,9.1,4.9000000000000004,81
Las Américas,Santo Domingo,2016,10,396.3,32,23.2,1013,7.7,5.0999999999999996,81.900000000000006
Las Américas,Santo Domingo,2016,12,42.2,31,21.9,1014.3,9.1,4.0999999999999996,84.6
Las Américas,Santo Domingo,2016,3,20.8,30.9,20.6,1014.7,10.4,4,77.2
Las Américas,Santo Domingo,2016,5,424,30.7,22.7,1011.7,9.3000000000000007,7.2,82.5
Las Américas,Santo Domingo,2016,7,264.5,32.5,23.3,1014.8,8.1999999999999993,4.8,79.599999999999994
Las Américas,Santo Domingo,2016,9,116.1,32.200000000000003,23.2,1012.6,8,4.5,80.599999999999994
Monte Cristi,Monte Cristi,2011,10,21.1,33.299999999999997,21.8,1012.2,16.399999999999999,3.8,71.400000000000006
Monte Cristi,Monte Cristi,2011,12,50.9,29.7,19.8,1016.3,14.1,3.4,71.599999999999994
Monte Cristi,Monte Cristi,2011,3,18,29.6,19.2,1016.7,16.2,2.4,66.5
Monte Cristi,Monte Cristi,2011,5,72.099999999999994,31.3,19.8,1013.5,16.3,4.4000000000000004,68.8
