Estación,Provincia,Año,Mes,Precipitación,Temperatura máxima,Temperatura mínima,Velocidad del viento,Humedad relativa,Presión atmosférica
Higüero,Santo Domingo,2020,12,86,30.3,19.2,8.1,79.8,1011.8
Higüero,Santo Domingo,2020,3,88.3,30.7,20,14.1,74.8,1014.1
Higüero,Santo Domingo,2020,5,79.8,33.200000000000003,22.9,12.5,70.5,1012.5
Higüero,Santo Domingo,2020,7,163.30000000000001,33.9,23.5,12.2,70.8,1011.6
Higüero,Santo Domingo,2020,9,256.60000000000002,33.4,23.2,8.6999999999999993,74.099999999999994,1009.6
Jimaní,Independencia,2020,10,11.1,34.5,25,10.9,72.099999999999994,1008.3
Jimaní,Independencia,2020,12,47,32.9,22.2,9.1999999999999993,74.400000000000006,1009.6
Jimaní,Independencia,2020,3,108.1,33.1,22.5,10.5,68.599999999999994,1012.5
Jimaní,Independencia,2020,5,30.3,35.700000000000003,25.3,12,65,1010.8
Jimaní,Independencia,2020,7,73.3,37,26.1,12.3,67.2,1009.4
Jimaní,Independencia,2020,9,171.5,35.4,25.1,10.1,72.900000000000006,1008.5
La Romana,La Romana,2020,10,94.3,32.700000000000003,22,8.3000000000000007,82.4,1005.391935483871
La Romana,La Romana,2020,12,67.900000000000006,30.2,19,8.4,84.1,1007.7967741935483
La Romana,La Romana,2020,3,143.30000000000001,30,18.8,11.6,83.2,1009.6
La Romana,La Romana,2020,5,28.2,33,21.9,13.4,83.2,1007.4
La Romana,La Romana,2020,7,100.6,34.299999999999997,23.1,13,76.400000000000006,1007.1016129032258
La Romana,La Romana,2020,9,120.3,32.9,22,7.1,81.400000000000006,1005.24833333333
Las Américas,Santo Domingo,2020,10,106.3,32.200000000000003,23.1,7.8,86.5,1010.8
Las Américas,Santo Domingo,2020,12,32.9,30.8,21.4,7.8,86.5,1013.2
Las Américas,Santo Domingo,2020,3,71.3,30.7,21,9.6,80.599999999999994,1017.4
Las Américas,Santo Domingo,2020,5,24.3,33.200000000000003,23.4,11.1,78.599999999999994,1013.2
Las Américas,Santo Domingo,2020,7,228.5,33.200000000000003,23.8,9.4,81.400000000000006,1012.7
Las Américas,Santo Domingo,2020,9,29.8,33,23.9,10.199999999999999,81.099999999999994,1010.7
Monte Cristi,Monte Cristi,2020,10,0,34.1,24.9,11.1,69.2,1013.5
Monte Cristi,Monte Cristi,2020,12,55.1,30.6,21.4,8.9,73.900000000000006,1016.2
Monte Cristi,Monte Cristi,2020,3,15.2,30.2,21.3,13,68.400000000000006,1017.8
Monte Cristi,Monte Cristi,2020,5,31,33.6,25.2,9.6,68.099999999999994,1014.4
Monte Cristi,Monte Cristi,2020,7,32.799999999999997,34.700000000000003,25.5,12.7,67,1014.1
Monte Cristi,Monte Cristi,2020,9,13.7,34,24.9,10.4,68.3,1012.5
Punta Cana,La Altagracia,2020,10,121.2,31.5,24.1,12.7,80.8,1011.6
Punta Cana,La Altagracia,2020,12,36.4,29.6,22.4,12.4,79.599999999999994,1013.7
Punta Cana,La Altagracia,2020,3,160.69999999999999,28.4,22.5,16.3,77.7,1015.8
Punta Cana,La Altagracia,2020,5,38.700000000000003,31.3,24.3,13.1,77.5,1014.1
Punta Cana,La Altagracia,2020,7,106.7,32.700000000000003,25.8,18,77,1013.4
Punta Cana,La Altagracia,2020,9,46.9,32.5,24.1,10.8,79.599999999999994,1011.4
Sabana de la Mar,Hato Mayor,2020,10,75.599999999999994,31.9,22.5,8.1,83,1012.3
Sabana de la Mar,Hato Mayor,2020,12,164.1,29.2,20.6,8.5,82.5,1014.1
Sabana de la Mar,Hato Mayor,2020,3,203.1,29.2,20.399999999999999,10.9,,1016.6
Sabana de la Mar,Hato Mayor,2020,5,63.9,31.9,22.6,10.5,84,1014.2
Sabana de la Mar,Hato Mayor,2020,7,480.9,32.1,23.4,12.6,79.900000000000006,1013.7
Sabana de la Mar,Hato Mayor,2020,9,163.69999999999999,32.799999999999997,22.7,8,,1011.9
Santiago,Santiago,2020,10,47.1,33.200000000000003,21.8,11.6,80.900000000000006,993.3
Santiago,Santiago,2020,12,45.4,29.3,18.3,7,85.4,995.9
Santiago,Santiago,2020,3,131.1,32.200000000000003,18.399999999999999,11.1,75.7,996.2
Santiago,Santiago,2020,5,151.80000000000001,34.299999999999997,22.1,15.3,76.2,994.8
Santiago,Santiago,2020,7,122.6,34.299999999999997,22.5,14,77.099999999999994,995.3
Santiago,Santiago,2020,9,39.200000000000003,33.700000000000003,21.8,9.5,80.7,993.2
Santo Domingo,Santo Domingo,2020,10,183.6,33.1,24.8,6.6,83.4,1011.6
Santo Domingo,Santo Domingo,2020,12,29.5,30.9,22.5,7.6,81.3,1014
Santo Domingo,Santo Domingo,2020,3,42.4,31.4,22.1,9.4,75.7,1015.7
Santo Domingo,Santo Domingo,2020,5,14.2,33,25.2,7.5,77,1013.7
Santo Domingo,Santo Domingo,2020,7,149.30000000000001,34,25.7,8.1999999999999993,78.900000000000006,1013.5
Santo Domingo,Santo Domingo,2020,9,49.4,34,25.5,6.7,79.599999999999994,1011.5
Aeropuerto La Unión,Puerto Plata,2021,10,125.7,32.706451612903223,22.093548387096774,6.2806451612903214,86.703225806451599,1012.4290322580642
Aeropuerto La Unión,Puerto Plata,2021,12,,,,,,
Aeropuerto La Unión,Puerto Plata,2021,3,177.29999999999998,29.845161290322583,19.680645161290325,9.2129032258064516,86.625806451612902,1016.032258064516
Aeropuerto La Unión,Puerto Plata,2021,5,99.199999999999989,31.761290322580649,21.20967741935484,10.948387096774194,83.738709677419351,1015.2451612903224
Aeropuerto La Unión,Puerto Plata,2021,7,155.70000000000002,32.58387096774193,22.570967741935483,10.17741935483871,85.270967741935507,1016.032258064516
Aeropuerto La Unión,Puerto Plata,2021,9,124.6,33.47,22.87,8.5666666666666647,85.646666666666675,1013.2066666666668
Arroyo Barril,Samaná,2021,10,120.9,32.268965517241384,22.03448275862069,5.3758620689655165,81.910344827586215,1010.1206896551726
Arroyo Barril,Samaná,2021,12,137,30.025806451612908,20.941935483870967,7.0387096774193543,83.696774193548364,1013.0967741935484
Arroyo Barril,Samaná,2021,3,74.899999999999977,29.912903225806449,20.825806451612905,8.6935483870967758,80.883870967741913,1014.0806451612902
Arroyo Barril,Samaná,2021,5,228.00000000000003,31.706451612903223,22.083870967741941,9.8548387096774199,79.277419354838713,1014.0161290322582
Arroyo Barril,Samaná,2021,7,182,32.064516129032256,22.651612903225811,8.5677419354838698,82.203225806451613,1014.716129032258
Arroyo Barril,Samaná,2021,9,88.4,32.82,22.313333333333333,6.8533333333333344,78.783333333333331,1011.0133333333335
Barahona,Barahona,2021,10,51.099999999999994,32.258064516129032,23.009677419354841,14.983870967741938,77.945161290322588,1012.251612903226
Barahona,Barahona,2021,12,4.6999999999999993,31.751612903225805,20.980645161290319,15.651612903225802,72.129032258064512,1014.8580645161288
Barahona,Barahona,2021,3,56.1,30.361290322580643,21.087096774193551,19.296774193548391,73.090322580645164,1014.758064516129
Barahona,Barahona,2021,5,58.6,32.122580645161293,23.92258064516129,18.983870967741932,71.309677419354855,1014.4935483870966
Barahona,Barahona,2021,7,58.5,32.71290322580645,24.748387096774195,19.161290322580644,71.89677419354841,1015.3
Barahona,Barahona,2021,9,52.6,32.88333333333334,23.76,15.193333333333335,74.473333333333329,1012.6933333333332
Bayaguana,Monte Plata,2021,10,63.099999999999994,33.148387096774194,21.99677419354839,10.084516129032259,81.535483870967738,1008.63548387096
Bayaguana,Monte Plata,2021,12,18.700000000000003,31.925806451612907,19.819354838709678,12.958064516129037,77.225806451612883,
Bayaguana,Monte Plata,2021,3,91.9,31.580645161290327,19.006451612903227,13.625806451612901,75.374193548387098,1011.16774193548
Bayaguana,Monte Plata,2021,5,236.9,32.777419354838713,20.909677419354836,11.232258064516127,79.49677419354839,1011.31612903225
Bayaguana,Monte Plata,2021,7,162.20000000000002,33.125806451612888,22.832258064516129,11.619354838709681,80.387096774193552,1011.77777777777
Bayaguana,Monte Plata,2021,9,153.60000000000002,34.293333333333337,22.81,10.83666666666667,79.163333333333327,1008.55
Cabrera,María Trinidad Sánchez,2021,10,,,,8.9,,
Cabrera,María Trinidad Sánchez,2021,12,,,,8.9,,
Cabrera,María Trinidad Sánchez,2021,3,99.300000000000011,29.593548387096774,23.190322580645159,,75.141935483870967,1014.1580645161292
Cabrera,María Trinidad Sánchez,2021,5,105.9,31.190322580645169,24.558064516129026,10.6,75.609677419354838,1016.5161290322584
Cabrera,María Trinidad Sánchez,2021,7,159.29999999999998,32.450000000000003,25.816129032258068,,79.41935483870968,1016.6
Cabrera,María Trinidad Sánchez,2021,9,,,,8.9,,
Catey,Samaná,2021,10,88.199999999999989,31.625806451612902,22.125806451612902,8.0741935483870986,80.444444444444443,1013.8467741935484
Catey,Samaná,2021,12,143.60000000000002,28.929032258064517,20.429032258064517,8.5387096774193569,83.483870967741936,1015.435483870968
Catey,Samaná,2021,3,131.1,28.93225806451613,18.916129032258063,7.7516129032258076,80.974193548387106,1016.5290322580601
Catey,Samaná,2021,5,233.4,30.43870967741935,20.480645161290319,6.3483870967741938,80.606451612903228,1015.64193548387
Catey,Samaná,2021,7,153.1,31.154838709677424,22.183870967741935,10.619354838709681,82,1017.0629032258064
Catey,Samaná,2021,9,100.6,31.729999999999997,22.77999999999999,10.640000000000002,82.538461538461533,1014.6833333333336
Higüero,Santo Domingo,2021,10,244.30000000000007,32.699999999999996,22.425806451612903,7.0290322580645173,73.819354838709657,1010.2548387096772
Higüero,Santo Domingo,2021,12,94.2,31.116129032258065,20.232258064516127,9.0322580645161263,77.051612903225831,1012.916129032258
Higüero,Santo Domingo,2021,3,149.6,30.887096774193544,19.864516129032257,11.706451612903226,75.841935483870969,1013.5387096774194
Higüero,Santo Domingo,2021,5,162.1,32.41935483870968,21.270967741935479,13.56129032258065,74.058064516129036,1013.0225806451612
Higüero,Santo Domingo,2021,7,219.6,32.470967741935482,23.422580645161293,10.080967741935485,77.706451612903223,1013.5967741935484
Higüero,Santo Domingo,2021,9,42,34.480000000000004,23.27,9.8633333333333368,71.44,1010.5666666666668
Jimaní,Independencia,2021,10,70.8,34.21935483870967,24.251612903225805,9.1806451612903217,75.561290322580646,1006.5677419354836
Jimaní,Independencia,2021,12,72.7,33.435483870967744,22.532258064516132,9.6387096774193513,70.232258064516131,1009.6935483870968
Jimaní,Independencia,2021,3,58.9,33.576666666666668,22.43333333333333,,70.903225806451616,1011.058064516129
Jimaní,Independencia,2021,5,134,34.9,24.112903225806459,14.016129032258064,66.935483870967744,1010.5451612903224
Jimaní,Independencia,2021,7,40.5,35.967741935483872,25.116129032258065,11.7,65.42903225806451,1009.3903225806451
Jimaní,Independencia,2021,9,65.8,36.206666666666671,24.910000000000004,10.003333333333332,72.446666666666673,1007.03
La Romana,La Romana,2021,10,92,32.000000000000007,22.445161290322584,8.1677419354838712,82.935483870967744,1006.07258064516
La Romana,La Romana,2021,12,25.9,31.06129032258065,20.500000000000004,8.5741935483870986,78.274193548387103,1008.441935483871
La Romana,La Romana,2021,3,31.9,30.929032258064517,18.200000000000003,13.038709677419352,78.274193548387103,1009.1290322580644
La Romana,La Romana,2021,5,72.099999999999994,32.454838709677425,21.35483870967742,12.196774193548388,75.806451612903231,1008.6854838709676
La Romana,La Romana,2021,7,127.89999999999998,32.393548387096779,23.235483870967744,13.158064516129034,79.403225806451616,1009.8145161290324
La Romana,La Romana,2021,9,33.200000000000003,33.61333333333333,23.14,9.2033333333333367,79.099999999999994,1006.43333333333
Las Américas,Santo Domingo,2021,10,135.30000000000001,32.022580645161291,22.512903225806458,5.725806451612903,86.3,1011.52580645161
Las Américas,Santo Domingo,2021,12,37.400000000000006,31.380645161290325,20.809677419354831,8.4645161290322548,84.022580645161298,1014.808064516129
Las Américas,Santo Domingo,2021,3,44.79999999999999,30.99677419354839,20.264516129032259,12.541935483870969,81.516129032258064,1014.5629032258064
Las Américas,Santo Domingo,2021,5,12,32.580645161290327,22.06129032258065,8.9193548387096797,79.558064516129036,1014.2080645161292
Las Américas,Santo Domingo,2021,7,55.999999999999993,32.551612903225802,22.99677419354839,8.796774193548389,83.054838709677412,1014.90806451612
Las Américas,Santo Domingo,2021,9,154.30000000000001,33.220666666666666,23.496666666666663,7.1099999999999985,82.96833333333332,1011.72666666666
Monte Cristi,Monte Cristi,2021,10,,,,8.8000000000000007,,1011.6
Monte Cristi,Monte Cristi,2021,12,,,,11.7,,1014.9
Monte Cristi,Monte Cristi,2021,3,22.700000000000003,30.696774193548393,21.670967741935488,11.667741935483877,68.764516129032231,1016.07741935483
Monte Cristi,Monte Cristi,2021,5,6.6,32.896774193548396,23.861290322580647,10.729032258064519,66.474193548387092,1015.5
Monte Cristi,Monte Cristi,2021,7,,,,11.3,,1015.4
Monte Cristi,Monte Cristi,2021,9,,,,,,
Punta Cana,La Altagracia,2021,10,62.100000000000016,31.864516129032253,23.658064516129027,10.614193548387096,78.603225806451604,1012.0790322580644
Punta Cana,La Altagracia,2021,12,55.500000000000007,30.154838709677417,22.567741935483877,17.105806451612906,76.138709677419357,1014.6177419354838
Punta Cana,La Altagracia,2021,3,30.2,29.438709677419357,22.148387096774197,17.529032258064518,74.354838709677423,1015.3806451612904
Punta Cana,La Altagracia,2021,5,20.200000000000003,30.606451612903225,23.783870967741933,15.345161290322578,77.290322580645167,1015.014516129032
Punta Cana,La Altagracia,2021,7,73.3,31.574193548387093,24.683870967741935,18.13225806451613,78.516129032258064,1015.6564516129032
Punta Cana,La Altagracia,2021,9,49.9,32.153333333333336,24.313333333333329,10.968,79.910000000000011,1012.7066666666666
Sabana de la Mar,Hato Mayor,2021,10,147.80000000000001,31.951612903225808,22.183870967741932,7.4000000000000012,84.038709677419362,1012.9177419354838
Sabana de la Mar,Hato Mayor,2021,12,151.50000000000003,29.254838709677419,,8.8866666666666667,86.08387096774193,1015.4064516129032
Sabana de la Mar,Hato Mayor,2021,3,139.59999999999997,29.200000000000003,20.735483870967741,12.722580645161292,87.958064516129042,1015.9241935483872
Sabana de la Mar,Hato Mayor,2021,5,45.800000000000011,30.200000000000006,21.954838709677414,11.412903225806453,80.303225806451593,1015.032258064516
Sabana de la Mar,Hato Mayor,2021,7,240.49999999999997,30.987096774193549,23.587096774193551,11.683870967741935,82.590322580645164,1016.1709677419354
Sabana de la Mar,Hato Mayor,2021,9,229.6,33.283333333333339,23.09333333333333,9.2266666666666648,83.806666666666644,1014.1849999999999
Santiago,Santiago,2021,10,99.300000000000011,32.803225806451621,21.206451612903223,6.1419354838709657,83.993548387096766,994.40322580645136
Santiago,Santiago,2021,12,50.9,30.406451612903229,18.8,5.5580645161290336,86.254838709677387,997.55483870967748
Santiago,Santiago,2021,3,195.2,30.454838709677421,18.590322580645161,7.6483870967741918,81.041935483870944,997.27096774193501
Santiago,Santiago,2021,5,113.2,32.677419354838712,21.116129032258065,9.8322580645161288,80.245161290322557,996.86451612903215
Santiago,Santiago,2021,7,128.80000000000001,32.467741935483865,22.14516129032258,9.0290322580645164,84.280645161290309,998.17419354838717
Santiago,Santiago,2021,9,85.700000000000017,34.196666666666673,21.933333333333337,6.4433333333333316,81.243333333333325,995.29000000000019
Santo Domingo,Santo Domingo,2021,10,185.5,32.558064516129029,24.593548387096774,5.7129032258064525,81.483870967741936,1012.0741935483873
Santo Domingo,Santo Domingo,2021,12,41.1,31.690322580645169,23.012903225806458,7.7566666666666668,79.383870967741942,1014.6129032258062
Santo Domingo,Santo Domingo,2021,3,75.599999999999994,31.151612903225804,22.380000000000003,8.6870967741935488,77.506451612903206,1015.3903225806451
Santo Domingo,Santo Domingo,2021,5,51.5,31.916129032258063,24.332258064516125,8.3483870967741947,78.483870967741922,1015.0322580645164
Santo Domingo,Santo Domingo,2021,7,101.89999999999996,32.403225806451609,24.864516129032257,8.4866666666666664,80.770967741935451,1015.6903225806452
Santo Domingo,Santo Domingo,2021,9,63.199999999999989,33.606666666666662,25.62,7.780000000000002,78.293333333333322,1012.593103448276
Aeropuerto La Unión,Puerto Plata,2022,10,80.400000000000006,32.799999999999997,21.9,6.5225806451612902,86.709677419354833,1011.9387096774192
Aeropuerto La Unión,Puerto Plata,2022,12,117.9,29.9,18.7,7.0774193548387094,86.706451612903237,1015.164516129032
Aeropuerto La Unión,Puerto Plata,2022,3,284.69999999999993,29.9,19.899999999999999,9.4548387096774196,87.148387096774186,1015.732258064516
Aeropuerto La Unión,Puerto Plata,2022,5,65,32.354838709677423,21.548387096774199,8.6161290322580655,84.787096774193557,1014.2419354838712
Aeropuerto La Unión,Puerto Plata,2022,7,112.09999999999998,32.700000000000003,22.7,11.158064516129036,84.354838709677452,1015.7290322580644
Aeropuerto La Unión,Puerto Plata,2022,9,193.2,33.700000000000003,23.3,8.3466666666666676,85.67,1011.1166666666668
Arroyo Barril,Samaná,2022,10,111.4,32.21612903225806,22.854838709677427,7.080645161290323,81.490322580645156,1010.2451612903226
Arroyo Barril,Samaná,2022,12,86.199999999999989,29.674193548387091,19.745161290322574,8.8129032258064512,81.964516129032262,1013.3096774193548
Arroyo Barril,Samaná,2022,3,132,30.063333333333333,20.726666666666667,8.4580645161290313,80.512903225806454,1014.2870967741936
Arroyo Barril,Samaná,2022,5,83.7,31.5741935483871,22.338709677419356,10.019354838709679,77.651612903225796,1013.1741935483872
Arroyo Barril,Samaná,2022,7,223.4,32.012903225806447,23.125806451612902,14.632258064516128,79.435483870967744,1014.1096774193549
Arroyo Barril,Samaná,2022,9,238.4,32.493103448275861,23.573333333333338,7.903225806451613,79.313333333333333,1008.5
Barahona,Barahona,2022,10,106.9,32.570967741935483,23.119354838709679,15.916129032258066,81.387096774193552,1012.1387096774192
Barahona,Barahona,2022,12,2.2999999999999998,31.5,19.8,14.322580645161286,79.01290322580644,1014.7451612903226
Barahona,Barahona,2022,3,8.6,31.2,22.1,18.312903225806448,72.50967741935483,1016.1580645161288
Barahona,Barahona,2022,5,53.7,31.06451612903226,23.93870967741935,18.161290322580641,79.599999999999994,1015.4806451612905
Barahona,Barahona,2022,7,68.900000000000006,33,24.4,19.812903225806448,78.238709677419351,1015.9451612903222
Barahona,Barahona,2022,9,89.7,33.299999999999997,23.7,16.23,80.963333333333324,1011.6466666666666
Bayaguana,Monte Plata,2022,10,241.8,32.535483870967745,22.296774193548384,9.4,81.077419354838682,1007.14838709677
Bayaguana,Monte Plata,2022,12,40.5,31.07741935483871,18.364516129032253,9.8000000000000007,75.712903225806429,1009.88064516129
Bayaguana,Monte Plata,2022,3,200.3,31.56451612903226,20.35806451612903,13,77.490322580645156,1011.9548387096776
Bayaguana,Monte Plata,2022,5,214.2,32.674193548387095,21.8483870967742,13.8,76.354838709677438,1009.83870967741
Bayaguana,Monte Plata,2022,7,425.49999999999994,32.70322580645162,22.687096774193552,11.8,79.132258064516122,1010.7064516129
Bayaguana,Monte Plata,2022,9,217.3,32.696666666666665,23.116666666666667,10.3,81.036666666666662,1006.5896551724099
Cabrera,María Trinidad Sánchez,2022,10,120.2,32.312903225806458,25.067741935483873,5.5,74,1012.8
Cabrera,María Trinidad Sánchez,2022,12,109.7,29.758064516129032,22.558064516129033,,77.400000000000006,
Cabrera,María Trinidad Sánchez,2022,3,121.2,30.377419354838707,23.92258064516129,10.8,75.400000000000006,1015.9
Cabrera,María Trinidad Sánchez,2022,5,139.19999999999999,31.245161290322581,24.476451612903222,10.6,77.8,1015.5
Cabrera,María Trinidad Sánchez,2022,7,141.80000000000001,32.141935483870974,25.299999999999994,9.9,77.3,1016.9
Cabrera,María Trinidad Sánchez,2022,9,235.60000000000005,32.89,25.993333333333332,96.4,74,1011.9
Catey,Samaná,2022,10,189.1,,22.6,9.7903225806451619,83.645161290322577,1012.3693548387096
Catey,Samaná,2022,12,93.4,,19.399999999999999,9.1419354838709683,81.064516129032256,1015.216129032258
Catey,Samaná,2022,3,271.8,,19.8,12.819354838709677,80.483870967741936,1016.2290322580644
Catey,Samaná,2022,5,142.69999999999999,,22.2,11.374193548387094,80.483870967741936,1014.932258064516
Catey,Samaná,2022,7,317.10000000000002,,22.6,12.377419354838713,83.961290322580652,1015.717741935484
Catey,Samaná,2022,9,294,,23.6,13.443333333333332,81.566666666666663,1011.0116666666668
Higüero,Santo Domingo,2022,10,176.1,32.700645161290318,21.758064516129032,5.6,80.099999999999994,1010.4
Higüero,Santo Domingo,2022,12,26,30.048387096774196,21.835483870967742,7.02,79.2,1013
Higüero,Santo Domingo,2022,3,231.2,30.890322580645151,19.122580645161289,7.3,81.7,1013.6
Higüero,Santo Domingo,2022,5,118.1,31.616129032258055,19.641935483870967,7,78.7,1012.8
Higüero,Santo Domingo,2022,7,282.89999999999998,32.545161290322575,20.609677419354838,7.2,79.5,1013.6
Higüero,Santo Domingo,2022,9,251.9,32.663333333333334,21.143333333333334,8.1999999999999993,80.2,1009.3
Jimaní,Independencia,2022,10,1.0689655172413792,34.783870967741933,24.525806451612905,9.4,73.2,1006.2
Jimaní,Independencia,2022,12,0.30000000000000004,32.906451612903233,21.935483870967747,9.3000000000000007,73.2,1009.4
Jimaní,Independencia,2022,3,87.700000000000017,34.203225806451613,22.861290322580647,11.1,75.2,1010.2
Jimaní,Independencia,2022,5,4.4000000000000004,34.848387096774182,24.5741935483871,11.5,69.400000000000006,1010
Jimaní,Independencia,2022,7,22.5,36.351612903225814,25.512903225806458,11.6,67,1009.1
Jimaní,Independencia,2022,9,111.4,34.463333333333338,24.843333333333327,9.3000000000000007,76.2,1004.8
La Romana,La Romana,2022,10,113,32.36774193548387,22.545161290322586,6.9,83.2,1005.5
La Romana,La Romana,2022,12,15.3,30.512903225806451,18.612903225806456,8.9,79.5,1008.2
La Romana,La Romana,2022,3,47.8,31.206451612903223,20.903225806451612,13.7,78.2,1008.8
La Romana,La Romana,2022,5,41.100000000000009,31.745161290322585,22.780645161290327,9.8000000000000007,79.5,1008.2
La Romana,La Romana,2022,7,127,33.174193548387102,23.648387096774194,13,76.900000000000006,1008.6
La Romana,La Romana,2022,9,432.7999999999999,32.058620689655164,23.3,9.6,83.6,1007.3
Las Américas,Santo Domingo,2022,10,32.799999999999997,32.770967741935486,22.812903225806448,7.374193548387094,,1011.94193548387
Las Américas,Santo Domingo,2022,12,107.3,30.923225806451608,19.654838709677417,11.380645161290316,,1014.73064516129
Las Américas,Santo Domingo,2022,3,30.7,30.738709677419351,20.164516129032251,9.1806451612903235,,1015.23387096774
Las Américas,Santo Domingo,2022,5,31.7,31.674193548387095,28.470967741935478,9.5838709677419356,,1014.60322580645
Las Américas,Santo Domingo,2022,7,33.1,33.054838709677412,22.777419354838713,12.832258064516123,,1015.1129032258
Las Américas,Santo Domingo,2022,9,32.9,32.943333333333335,23.17,10.176666666666666,,1010.92833333333
Monte Cristi,Monte Cristi,2022,10,15.4,34.200000000000003,23.6,10.5,70,1012.4
Monte Cristi,Monte Cristi,2022,12,25.4,31.4,20,10.68,72.099999999999994,1016.3
Monte Cristi,Monte Cristi,2022,3,94.9,31.21290322580645,21.445161290322577,13.8,68.5,1015.3
Monte Cristi,Monte Cristi,2022,5,3,33.400000000000006,23.799999999999997,10.3,66.8,1013.9
Monte Cristi,Monte Cristi,2022,7,2.1,34.4,24.4,14.6,65.7,1015.5
Monte Cristi,Monte Cristi,2022,9,84.8,34.4,24.2,11.3,70.7,1011.8
Punta Cana,La Altagracia,2022,10,145.99999999999997,31.3,24.006451612903227,10.7,79.8,1011.7
Punta Cana,La Altagracia,2022,12,21.7,29.3,21.43548387096774,12.7,75.099999999999994,1014.5
Punta Cana,La Altagracia,2022,3,31,29.7,22.7,17.899999999999999,73.7,1015.3
Punta Cana,La Altagracia,2022,5,91.8,30.7,23.9,15.2,79.8,1014.5
Punta Cana,La Altagracia,2022,7,67.300000000000011,31.7,24.196774193548386,18.100000000000001,89,1014.8
Punta Cana,La Altagracia,2022,9,348.9,31.8,24.103333333333332,13.7,78.3,1010.5
Sabana de la Mar,Hato Mayor,2022,10,121.5,31.1,22.706666666666667,6.6,84.2,1013.4
Sabana de la Mar,Hato Mayor,2022,12,162.30000000000001,29.016129032258064,19.041935483870965,6.7,81.2,1016.2
Sabana de la Mar,Hato Mayor,2022,3,213.79999999999995,29.032258064516128,20.896774193548385,10.3,85.3,1015.7
Sabana de la Mar,Hato Mayor,2022,5,82.5,30.683870967741935,22.674193548387095,2.7,86.7,1015.5
Sabana de la Mar,Hato Mayor,2022,7,272.8,31.032258064516128,23.032258064516128,10.6,84.8,1015.9
Sabana de la Mar,Hato Mayor,2022,9,276.2,31.910000000000004,23.396666666666665,9.1999999999999993,82.5,
Santiago,Santiago,2022,10,49.8,32.864516129032253,21.445161290322584,6.4,83.5,993.5
Santiago,Santiago,2022,12,18.399999999999999,29.941935483870967,17.3,1.9,82.8,997.2
Santiago,Santiago,2022,3,128.19999999999999,30.361290322580643,19.196774193548386,8.1999999999999993,83.9,997.1
Santiago,Santiago,2022,5,83.699999999999989,33.093548387096774,21.629032258064516,10.1,81.2,995.8
Santiago,Santiago,2022,7,130.1,32.851612903225806,21.86774193548387,9.3000000000000007,83.6,997.1
Santiago,Santiago,2022,9,236.9,33.216666666666669,21.843333333333337,7.3,84.1,992.8
Santo Domingo,Santo Domingo,2022,10,215.9,32.6,24.6,8.2172413793103463,82.68275862068964,1011.4419354838712
Santo Domingo,Santo Domingo,2022,12,30,30.5,21.9,7.3033333333333328,73.538709677419348,1014.6677419354838
Santo Domingo,Santo Domingo,2022,3,218.7,30.8,22.7,6.8258064516129027,79.122580645161293,1015.216129032258
Santo Domingo,Santo Domingo,2022,5,75.8,31.086666666666659,24.29032258064516,6.1616666666666653,80.406451612903254,1014.6645161290324
Santo Domingo,Santo Domingo,2022,7,203.2,32.6,24.7,8.7100000000000026,80.574193548387086,1015.048387096774
Santo Domingo,Santo Domingo,2022,9,194.1,33.96,25.123333333333335,9.9689655172413776,81.903571428571425,1010.7099999999998
Aeropuerto La Unión,Puerto Plata,2023,10,245.7,32.700000000000003,23.6,5.8,85.083870967741959,1009.8
Aeropuerto La Unión,Puerto Plata,2023,12,377.7,28.9,20.8,6.6,89.254838709677415,1014.2
Aeropuerto La Unión,Puerto Plata,2023,3,49.4,28.8,28.8,10.1,82.683870967741925,1015.4
Aeropuerto La Unión,Puerto Plata,2023,5,52.6,,24.5,7.7,83.019354838709674,1012.1
Aeropuerto La Unión,Puerto Plata,2023,7,35.299999999999997,34.4,24.3,12.5,79.454838709677446,1015
Aeropuerto La Unión,Puerto Plata,2023,9,59.5,33.799999999999997,24.6,8.4,82.67,1011.1
Arroyo Barril,Samaná,2023,10,200.3,33,24.1,6.8,79.732258064516117,1008.0032258064518
Arroyo Barril,Samaná,2023,12,141.1,29.8,21.3,7.6,84.783870967741919,1012.2451612903228
Arroyo Barril,Samaná,2023,3,6.9,31.1,20.3,12.9,73.990322580645156,1013.9290322580648
Arroyo Barril,Samaná,2023,5,204,33.299999999999997,23.7,8,76.90333333333335,1010.6366666666668
Arroyo Barril,Samaná,2023,7,111.7,33,24.4,9,79.054838709677412,1012.8903225806451
Arroyo Barril,Samaná,2023,9,64,33.5,24.3,7.6,80.503333333333345,1009.3533333333336
Barahona,Barahona,2023,10,237.7,33.299999999999997,24.1,13.9,80,1010.7
Barahona,Barahona,2023,12,158.19999999999999,31.2,21.9,13.5,79.900000000000006,1015
Barahona,Barahona,2023,3,1.9,31.3,21.1,20.2,70.7,1015.3
Barahona,Barahona,2023,5,98.3,32.200000000000003,23.8,19,77.2,1013
Barahona,Barahona,2023,7,21.6,34.4,25.5,18,75.2,1015.1
Barahona,Barahona,2023,9,196.5,33.5,24.7,13.9,78.599999999999994,1012.9
Bayaguana,Monte Plata,2023,10,,,,10.7,77.3,1004.9
Bayaguana,Monte Plata,2023,12,,,,10.8,79.599999999999994,1011.8
