SID,BASIN,SUBBASIN,NAME,NATURE,Year,Month,Day,USA_WIND,USA_PRES,Categoría,Zona afectada
1852247N14309,NA,NA,Unnamed,TS,1852,9,6,0,0,Depresión tropical,Aguas archipelagicas
1852247N14309,NA,NA,Unnamed,TS,1852,9,6,0,0,Depresión tropical,Aguas archipelagicas
1856235N13302,NA,NA,Unnamed,TS,1856,8,24,0,0,Depresión tropical,Aguas archipelagicas
1856235N13302,NA,NA,Unnamed,TS,1856,8,24,0,0,Depresión tropical,Aguas archipelagicas
1861221N13316,NA,NA,Unnamed,TS,1861,8,13,0,0,Depresión tropical,Aguas archipelagicas
1861221N13316,NA,NA,Unnamed,TS,1861,8,14,0,0,Depresión tropical,Aguas archipelagicas
1861221N13316,NA,NA,Unnamed,TS,1861,8,14,0,0,Depresión tropical,Aguas archipelagicas
1863255N15300,NA,NA,Unnamed,TS,1863,9,13,0,0,Depresión tropical,Aguas archipelagicas
1864246N17315,NA,NA,Unnamed,TS,1864,9,7,0,0,Depresión tropical,Aguas archipelagicas
1864246N17315,NA,NA,Unnamed,TS,1864,9,7,0,0,Depresión tropical,Aguas archipelagicas
1864246N17315,NA,NA,Unnamed,TS,1864,9,8,0,0,Depresión tropical,Aguas archipelagicas
1864283N18290,NA,NA,Unnamed,TS,1864,10,8,0,0,Depresión tropical,Aguas archipelagicas
1864283N18290,NA,NA,Unnamed,TS,1864,10,9,0,0,Depresión tropical,Aguas archipelagicas
1864283N18290,NA,NA,Unnamed,TS,1864,10,9,0,0,Depresión tropical,Aguas archipelagicas
1865282N19289,NA,NA,Unnamed,TS,1865,10,8,0,0,Depresión tropical,Aguas archipelagicas
1865282N19289,NA,NA,Unnamed,TS,1865,10,8,0,0,Depresión tropical,Aguas archipelagicas
1865282N19289,NA,NA,Unnamed,TS,1865,10,9,0,0,Depresión tropical,Aguas archipelagicas
1865282N19289,NA,NA,Unnamed,TS,1865,10,9,0,0,Depresión tropical,Aguas archipelagicas
1865282N19289,NA,NA,Unnamed,TS,1865,10,9,0,0,Depresión tropical,Aguas archipelagicas
1865282N19289,NA,NA,Unnamed,TS,1865,10,9,0,0,Depresión tropical,Aguas archipelagicas
1867281N14301,NA,NA,Unnamed,TS,1867,10,10,0,0,Depresión tropical,Aguas archipelagicas
1867281N14301,NA,NA,Unnamed,TS,1867,10,10,0,0,Depresión tropical,Aguas archipelagicas
1867281N14301,NA,NA,Unnamed,TS,1867,10,10,0,0,Depresión tropical,Aguas archipelagicas
1868193N13303,NA,NA,Unnamed,TS,1868,7,13,0,0,Depresión tropical,Aguas archipelagicas
1868288N16291,NA,NA,Unnamed,TS,1868,10,14,0,0,Depresión tropical,Aguas archipelagicas
1868288N16291,NA,NA,Unnamed,TS,1868,10,15,0,0,Depresión tropical,Aguas archipelagicas
1872280N18291,NA,NA,Unnamed,TS,1872,10,5,0,0,Depresión tropical,Aguas archipelagicas
1872280N18291,NA,NA,Unnamed,TS,1872,10,6,0,0,Depresión tropical,Aguas archipelagicas
1876231N14303,NA,CS,Unnamed,TS,1876,8,20,0,0,Depresión tropical,Aguas archipelagicas
1878329N17310,NA,CS,Unnamed,TS,1878,12,1,0,0,Depresión tropical,Aguas archipelagicas
1878329N17310,NA,CS,Unnamed,TS,1878,12,1,0,0,Depresión tropical,Aguas archipelagicas
1878329N17310,NA,CS,Unnamed,TS,1878,12,1,0,0,Depresión tropical,Aguas archipelagicas
1878329N17310,NA,NA,Unnamed,TS,1878,12,2,0,0,Depresión tropical,Aguas archipelagicas
1887280N18289,NA,CS,Unnamed,TS,1887,10,7,0,0,Depresión tropical,Aguas archipelagicas
1976278N15321,NA,NA,Unnamed,TS,1976,10,12,18,0,Depresión tropical,Aguas archipelagicas
1979190N20290,NA,NA,Unnamed,TS,1979,7,8,20,0,Depresión tropical,Aguas archipelagicas
1979197N13314,NA,NA,Claudette,TS,1979,7,19,20,1012,Depresión tropical,Aguas archipelagicas
1979197N13314,NA,NA,Claudette,TS,1979,7,19,20,1012,Depresión tropical,Aguas archipelagicas
2009279N15311,NA,NA,Henri,DS,2009,10,11,20,1012,Depresión tropical,Aguas archipelagicas
2009279N15311,NA,NA,Henri,DS,2009,10,11,20,1013,Depresión tropical,Aguas archipelagicas
2024214N18298,NA,NA,Debby,DS,2024,8,1,20,1013,Depresión tropical,Aguas archipelagicas
1974246N10341,NA,NA,Unnamed,TS,1974,9,11,23,0,Depresión tropical,Aguas archipelagicas
1979190N20290,NA,NA,Unnamed,TS,1979,7,8,23,0,Depresión tropical,Aguas archipelagicas
2024214N18298,NA,NA,Debby,DS,2024,8,1,23,1013,Depresión tropical,Aguas archipelagicas
1959264N20292,NA,NA,Gracie,TS,1959,9,20,25,1009,Depresión tropical,Aguas archipelagicas
1959264N20292,NA,NA,Gracie,TS,1959,9,20,25,0,Depresión tropical,Aguas archipelagicas
1970274N15306,NA,NA,Unnamed,TS,1970,10,8,25,0,Depresión tropical,Aguas archipelagicas
1970274N15306,NA,NA,Unnamed,TS,1970,10,8,25,0,Depresión tropical,Aguas archipelagicas
1970274N15306,NA,NA,Unnamed,TS,1970,10,9,25,0,Depresión tropical,Aguas archipelagicas
1974246N10341,NA,NA,Unnamed,TS,1974,9,11,25,0,Depresión tropical,Aguas archipelagicas
1976278N15321,NA,NA,Unnamed,TS,1976,10,12,25,0,Depresión tropical,Aguas archipelagicas
1979197N13314,NA,NA,Claudette,TS,1979,7,18,25,1012,Depresión tropical,Aguas archipelagicas
2006213N16302,NA,NA,Chris,DS,2006,8,4,25,1011,Depresión tropical,Aguas archipelagicas
1934324N23299,NA,NA,Unnamed,TS,1934,11,28,28,0,Depresión tropical,Aguas archipelagicas
1950231N12306,NA,NA,Baker,TS,1950,8,24,28,0,Depresión tropical,Aguas archipelagicas
1889231N17291,NA,NA,Unnamed,TS,1889,8,20,30,0,Depresión tropical,Aguas archipelagicas
1889231N17291,NA,NA,Unnamed,TS,1889,8,20,30,0,Depresión tropical,Aguas archipelagicas
1900297N15296,NA,NA,Unnamed,TS,1900,10,25,30,0,Depresión tropical,Aguas archipelagicas
1932240N21291,NA,NA,Unnamed,TS,1932,8,27,30,0,Depresión tropical,Aguas archipelagicas
1933274N20290,NA,NA,Unnamed,TS,1933,10,1,30,0,Depresión tropical,Aguas archipelagicas
1933274N20290,NA,NA,Unnamed,TS,1933,10,1,30,0,Depresión tropical,Aguas archipelagicas
1935135N17292,NA,CS,Unnamed,TS,1935,5,15,30,1006,Depresión tropical,Aguas archipelagicas
1935135N17292,NA,NA,Unnamed,TS,1935,5,15,30,0,Depresión tropical,Aguas archipelagicas
1935135N17292,NA,NA,Unnamed,TS,1935,5,16,30,0,Depresión tropical,Aguas archipelagicas
1950231N12306,NA,NA,Baker,TS,1950,8,24,30,0,Depresión tropical,Aguas archipelagicas
1952268N20291,NA,NA,Charlie,TS,1952,9,24,30,0,Depresión tropical,Aguas archipelagicas
1969281N20292,NA,NA,Kara,TS,1969,10,7,30,0,Depresión tropical,Aguas archipelagicas
1969281N20292,NA,NA,Kara,TS,1969,10,8,30,0,Depresión tropical,Aguas archipelagicas
1970247N17316,NA,NA,Unnamed,TS,1970,9,13,30,0,Depresión tropical,Aguas archipelagicas
1971233N12313,NA,NA,Doria,TS,1971,8,24,30,0,Depresión tropical,Aguas archipelagicas
1982257N20291,NA,NA,Debby,TS,1982,9,13,30,1010,Depresión tropical,Aguas archipelagicas
1982257N20291,NA,NA,Debby,TS,1982,9,13,30,1009,Depresión tropical,Aguas archipelagicas
1988235N15317,NA,CS,Chris,TS,1988,8,25,30,1009,Depresión tropical,Aguas archipelagicas
1988235N15317,NA,NA,Chris,TS,1988,8,25,30,1008,Depresión tropical,Aguas archipelagicas
1993227N14301,NA,CS,Cindy,TS,1993,8,16,30,1009,Depresión tropical,Aguas archipelagicas
1997288N20291,NA,NA,Grace,ET,1997,10,14,30,1001,Depresión tropical,Aguas archipelagicas
2018186N10325,NA,CS,Beryl,DS,2018,7,10,30,1013,Depresión tropical,Aguas archipelagicas
1889231N17291,NA,NA,Unnamed,TS,1889,8,20,33,0,Depresión tropical,Aguas archipelagicas
1997288N20291,NA,NA,Grace,ET,1997,10,14,33,1000,Depresión tropical,Aguas archipelagicas
1889231N17291,NA,NA,Unnamed,TS,1889,8,20,35,0,Tormenta tropical,Aguas archipelagicas
1901252N18309,NA,NA,Unnamed,TS,1901,9,13,35,0,Tormenta tropical,Aguas archipelagicas
1919246N16299,NA,NA,Unnamed,TS,1919,9,4,35,0,Tormenta tropical,Aguas archipelagicas
1919246N16299,NA,NA,Unnamed,TS,1919,9,4,35,0,Tormenta tropical,Aguas archipelagicas
1919246N16299,NA,NA,Unnamed,TS,1919,9,5,35,0,Tormenta tropical,Aguas archipelagicas
1934324N23299,NA,NA,Unnamed,TS,1934,11,28,35,0,Tormenta tropical,Aguas archipelagicas
1979241N11335,NA,NA,Frederic,TS,1979,9,6,35,1005,Tormenta tropical,Aguas archipelagicas
1979241N11335,NA,NA,Frederic,TS,1979,9,6,35,1006,Tormenta tropical,Aguas archipelagicas
1981250N15306,NA,NA,Gert,TS,1981,9,9,35,1012,Tormenta tropical,Aguas archipelagicas
1997288N20291,NA,NA,Grace,TS,1997,10,15,35,999,Tormenta tropical,Aguas archipelagicas
2008229N18293,NA,CS,Fay,TS,2008,8,15,35,1009,Tormenta tropical,Aguas archipelagicas
2008229N18293,NA,NA,Fay,TS,2008,8,15,35,1009,Tormenta tropical,Aguas archipelagicas
2021225N15313,NA,CS,Grace,TS,2021,8,16,35,1007,Tormenta tropical,Aguas archipelagicas
2023232N13300,NA,NA,Franklin,TS,2023,8,23,35,1004,Tormenta tropical,Aguas archipelagicas
1901252N18309,NA,NA,Unnamed,TS,1901,9,12,38,0,Tormenta tropical,Aguas archipelagicas
1931244N19299,NA,NA,Unnamed,TS,1931,9,3,38,0,Tormenta tropical,Aguas archipelagicas
1979241N11335,NA,NA,Frederic,TS,1979,9,6,38,1005,Tormenta tropical,Aguas archipelagicas
1985280N18291,NA,NA,Isabel,TS,1985,10,7,38,1006,Tormenta tropical,Aguas archipelagicas
2023232N13300,NA,NA,Franklin,TS,2023,8,23,38,1005,Tormenta tropical,Aguas archipelagicas
1861226N21290,NA,NA,Unnamed,TS,1861,8,13,40,0,Tormenta tropical,Aguas archipelagicas
1879225N13302,NA,NA,Unnamed,TS,1879,8,15,40,0,Tormenta tropical,Aguas archipelagicas
1886259N21295,NA,NA,Unnamed,TS,1886,9,17,40,0,Tormenta tropical,Aguas archipelagicas
1901252N18309,NA,NA,Unnamed,TS,1901,9,12,40,0,Tormenta tropical,Aguas archipelagicas
1928216N19296,NA,NA,Unnamed,TS,1928,8,4,40,0,Tormenta tropical,Aguas archipelagicas
1928216N19296,NA,NA,Unnamed,TS,1928,8,5,40,0,Tormenta tropical,Aguas archipelagicas
1931244N19299,NA,NA,Unnamed,TS,1931,9,3,40,0,Tormenta tropical,Aguas archipelagicas
1934324N23299,NA,NA,Unnamed,TS,1934,11,28,40,0,Tormenta tropical,Aguas archipelagicas
1940219N19295,NA,NA,Unnamed,TS,1940,8,6,40,0,Tormenta tropical,Aguas archipelagicas
1945214N14302,NA,CS,Unnamed,TS,1945,8,4,40,0,Tormenta tropical,Aguas archipelagicas
1960261N21296,NA,NA,Florence,TS,1960,9,18,40,1003,Tormenta tropical,Aguas archipelagicas
1979241N11335,NA,CS,Frederic,TS,1979,9,6,40,1005,Tormenta tropical,Aguas archipelagicas
1985280N18291,NA,NA,Isabel,TS,1985,10,7,40,1006,Tormenta tropical,Aguas archipelagicas
2003284N19291,NA,NA,Mindy,TS,2003,10,10,40,1003,Tormenta tropical,Aguas archipelagicas
2003284N19291,NA,NA,Mindy,TS,2003,10,11,40,1003,Tormenta tropical,Aguas archipelagicas
2003339N13284,NA,NA,Odette,TS,2003,12,7,40,1000,Tormenta tropical,Aguas archipelagicas
2003339N13284,NA,NA,Odette,TS,2003,12,7,40,1003,Tormenta tropical,Aguas archipelagicas
2008229N18293,NA,NA,Fay,TS,2008,8,16,40,1008,Tormenta tropical,Aguas archipelagicas
2014210N10323,NA,NA,Bertha,TS,2014,8,3,40,1011,Tormenta tropical,Aguas archipelagicas
2014210N10323,NA,NA,Bertha,TS,2014,8,3,40,1012,Tormenta tropical,Aguas archipelagicas
2021222N14301,NA,CS,Fred,TS,2021,8,11,40,1005,Tormenta tropical,Aguas archipelagicas
2023232N13300,NA,CS,Franklin,TS,2023,8,23,40,1003,Tormenta tropical,Aguas archipelagicas
2023232N13300,NA,CS,Franklin,TS,2023,8,23,40,1005,Tormenta tropical,Aguas archipelagicas
1889231N17291,NA,NA,Unnamed,TS,1889,8,20,43,0,Tormenta tropical,Aguas archipelagicas
1932127N15285,NA,NA,Unnamed,TS,1932,5,7,43,0,Tormenta tropical,Aguas archipelagicas
1963267N11309,NA,NA,Edith,TS,1963,9,28,43,0,Tormenta tropical,Aguas archipelagicas
1852249N17296,NA,NA,Unnamed,TS,1852,9,6,45,0,Tormenta tropical,Aguas archipelagicas
1901252N18309,NA,NA,Unnamed,TS,1901,9,12,45,0,Tormenta tropical,Aguas archipelagicas
1932127N15285,NA,NA,Unnamed,TS,1932,5,7,45,0,Tormenta tropical,Aguas archipelagicas
1953251N18295,NA,NA,Dolly,TS,1953,9,9,45,0,Tormenta tropical,Aguas archipelagicas
1961273N16302,NA,NA,Frances,TS,1961,10,3,45,0,Tormenta tropical,Aguas archipelagicas
2003339N13284,NA,NA,Odette,TS,2003,12,7,45,997,Tormenta tropical,Aguas archipelagicas
2005296N16293,NA,NA,Alpha,TS,2005,10,23,45,1000,Tormenta tropical,Aguas archipelagicas
2020233N14313,NA,CS,Laura,TS,2020,8,23,45,1004,Tormenta tropical,Aguas archipelagicas
2020233N14313,NA,CS,Laura,TS,2020,8,23,45,1004,Tormenta tropical,Aguas archipelagicas
2020233N14313,NA,NA,Laura,TS,2020,8,23,45,1004,Tormenta tropical,Aguas archipelagicas
1963267N11309,NA,NA,Edith,TS,1963,9,27,48,0,Tormenta tropical,Aguas archipelagicas
1855236N12304,NA,CS,Unnamed,TS,1855,8,27,50,997,Tormenta tropical,Aguas archipelagicas
1855236N12304,NA,NA,Unnamed,TS,1855,8,27,50,0,Tormenta tropical,Aguas archipelagicas
1887282N19300,NA,NA,Unnamed,TS,1887,10,11,50,0,Tormenta tropical,Aguas archipelagicas
1931252N15307,NA,CS,Unnamed,TS,1931,9,11,50,0,Tormenta tropical,Aguas archipelagicas
1955288N13281,NA,NA,Katie,TS,1955,10,17,50,0,Tormenta tropical,Aguas archipelagicas
1958257N17293,NA,CS,Gerda,TS,1958,9,14,50,1004,Tormenta tropical,Aguas archipelagicas
1961273N16302,NA,NA,Frances,TS,1961,10,3,50,0,Tormenta tropical,Aguas archipelagicas
1963267N11309,NA,NA,Edith,TS,1963,9,27,50,999,Tormenta tropical,Aguas archipelagicas
2003339N13284,NA,NA,Odette,TS,2003,12,6,50,995,Tormenta tropical,Aguas archipelagicas
2007345N18298,NA,CS,Olga,TS,2007,12,11,50,1003,Tormenta tropical,Aguas archipelagicas
2007345N18298,NA,NA,Olga,TS,2007,12,12,50,1003,Tormenta tropical,Aguas archipelagicas
1975256N18306,NA,NA,Eloise,TS,1975,9,17,53,1000,Tormenta tropical,Aguas archipelagicas
1852249N17296,NA,NA,Unnamed,TS,1852,9,6,55,0,Tormenta tropical,Aguas archipelagicas
1887282N19300,NA,NA,Unnamed,TS,1887,10,11,55,0,Tormenta tropical,Aguas archipelagicas
1949264N14299,NA,CS,Unnamed,TS,1949,9,22,55,0,Tormenta tropical,Aguas archipelagicas
1963267N11309,NA,NA,Edith,TS,1963,9,27,55,997,Tormenta tropical,Aguas archipelagicas
2000233N12316,NA,NA,Debby,TS,2000,8,23,55,1007,Tormenta tropical,Aguas archipelagicas
2020211N13306,NA,CS,Isaias,TS,2020,7,30,55,1002,Tormenta tropical,Aguas archipelagicas
1975256N18306,NA,NA,Eloise,TS,1975,9,17,58,1000,Tormenta tropical,Aguas archipelagicas
1852249N17296,NA,NA,Unnamed,TS,1852,9,6,60,0,Tormenta tropical,Aguas archipelagicas
1876254N15320,NA,NA,Unnamed,TS,1876,9,14,60,0,Tormenta tropical,Aguas archipelagicas
1887282N19300,NA,NA,Unnamed,TS,1887,10,11,60,0,Tormenta tropical,Aguas archipelagicas
1901185N10305,NA,NA,Unnamed,TS,1901,7,7,60,0,Tormenta tropical,Aguas archipelagicas
1901185N10305,NA,NA,Unnamed,TS,1901,7,7,60,0,Tormenta tropical,Aguas archipelagicas
1916234N16300,NA,NA,Unnamed,TS,1916,8,23,60,0,Tormenta tropical,Aguas archipelagicas
1955255N19294,NA,NA,Hilda,TS,1955,9,12,60,0,Tormenta tropical,Aguas archipelagicas
2000233N12316,NA,NA,Debby,TS,2000,8,23,60,1005,Tormenta tropical,Aguas archipelagicas
2020211N13306,NA,NA,Isaias,TS,2020,7,30,60,999,Tormenta tropical,Aguas archipelagicas
1916234N16300,NA,NA,Unnamed,TS,1916,8,22,63,0,Tormenta tropical,Aguas archipelagicas
2000233N12316,NA,NA,Debby,TS,2000,8,23,63,1000,Tormenta tropical,Aguas archipelagicas
2020211N13306,NA,NA,Isaias,TS,2020,7,30,63,998,Tormenta tropical,Aguas archipelagicas
1876254N15320,NA,NA,Unnamed,TS,1876,9,14,65,0,Huracan Categoria 1,Aguas archipelagicas
1955255N19294,NA,NA,Hilda,TS,1955,9,12,65,0,Huracan Categoria 1,Aguas archipelagicas
1975256N18306,NA,NA,Eloise,TS,1975,9,17,65,997,Huracan Categoria 1,Aguas archipelagicas
2020211N13306,NA,NA,Isaias,TS,2020,7,31,65,996,Huracan Categoria 1,Aguas archipelagicas
2004258N16300,NA,NA,Jeanne,TS,2004,9,16,68,986,Huracan Categoria 1,Aguas archipelagicas
1856235N13302,NA,NA,Unnamed,TS,1856,8,25,70,0,Huracan Categoria 1,Aguas archipelagicas
1856235N13302,NA,NA,Unnamed,TS,1856,8,25,70,0,Huracan Categoria 1,Aguas archipelagicas
1876254N15320,NA,NA,Unnamed,TS,1876,9,14,70,0,Huracan Categoria 1,Aguas archipelagicas
1908252N15308,NA,NA,Unnamed,TS,1908,9,11,70,0,Huracan Categoria 1,Aguas archipelagicas
1909232N15305,NA,CS,Unnamed,TS,1909,8,23,70,0,Huracan Categoria 1,Aguas archipelagicas
1955255N19294,NA,NA,Hilda,TS,1955,9,13,70,0,Huracan Categoria 1,Aguas archipelagicas
1955255N19294,NA,NA,Hilda,TS,1955,9,13,70,0,Huracan Categoria 1,Aguas archipelagicas
1998259N10335,NA,NA,Georges,TS,1998,9,23,70,980,Huracan Categoria 1,Aguas archipelagicas
1996248N15319,NA,NA,Hortense,TS,1996,9,11,73,979,Huracan Categoria 1,Aguas archipelagicas
1926203N13304,NA,NA,Unnamed,TS,1926,7,24,75,0,Huracan Categoria 1,Aguas archipelagicas
2022257N16312,NA,NA,Fiona,TS,2022,9,19,75,980,Huracan Categoria 1,Aguas archipelagicas
2022257N16312,NA,NA,Fiona,TS,2022,9,19,78,977,Huracan Categoria 1,Aguas archipelagicas
1852264N13309,NA,NA,Unnamed,TS,1852,9,25,80,0,Huracan Categoria 1,Aguas archipelagicas
1852264N13309,NA,NA,Unnamed,TS,1852,9,25,80,0,Huracan Categoria 1,Aguas archipelagicas
1852264N13309,NA,NA,Unnamed,TS,1852,9,26,80,0,Huracan Categoria 1,Aguas archipelagicas
1852264N13309,NA,NA,Unnamed,TS,1852,9,26,80,0,Huracan Categoria 1,Aguas archipelagicas
1886224N11303,NA,NA,Unnamed,TS,1886,8,15,80,0,Huracan Categoria 1,Aguas archipelagicas
1926203N13304,NA,NA,Unnamed,TS,1926,7,24,80,0,Huracan Categoria 1,Aguas archipelagicas
1930241N13317,NA,NA,Unnamed,TS,1930,9,4,80,0,Huracan Categoria 1,Aguas archipelagicas
2011233N15301,NA,NA,Irene,TS,2011,8,23,80,981,Huracan Categoria 1,Aguas archipelagicas
2011233N15301,NA,NA,Irene,TS,2011,8,23,80,978,Huracan Categoria 1,Aguas archipelagicas
2011233N15301,NA,NA,Irene,TS,2011,8,23,80,978,Huracan Categoria 1,Aguas archipelagicas
2022257N16312,NA,CS,Fiona,TS,2022,9,19,80,976,Huracan Categoria 1,Aguas archipelagicas
1886224N11303,NA,CS,Unnamed,TS,1886,8,15,83,0,Huracan Categoria 2,Aguas archipelagicas
1909313N11279,NA,NA,Unnamed,TS,1909,11,13,83,0,Huracan Categoria 2,Aguas archipelagicas
1932269N17303,NA,NA,Unnamed,TS,1932,9,28,83,0,Huracan Categoria 2,Aguas archipelagicas
1998259N10335,NA,NA,Georges,TS,1998,9,22,83,975,Huracan Categoria 2,Aguas archipelagicas
1896243N14300,NA,NA,Unnamed,TS,1896,9,2,85,0,Huracan Categoria 2,Aguas archipelagicas
1896243N14300,NA,NA,Unnamed,TS,1896,9,2,85,0,Huracan Categoria 2,Aguas archipelagicas
1896243N14300,NA,NA,Unnamed,TS,1896,9,2,85,0,Huracan Categoria 2,Aguas archipelagicas
2022257N16312,NA,NA,Fiona,TS,2022,9,19,85,972,Huracan Categoria 2,Aguas archipelagicas
1894261N13311,NA,CS,Unnamed,TS,1894,9,22,90,0,Huracan Categoria 2,Aguas archipelagicas
1921249N10320,NA,NA,Unnamed,TS,1921,9,11,90,0,Huracan Categoria 2,Aguas archipelagicas
1996248N15319,NA,NA,Hortense,TS,1996,9,11,90,971,Huracan Categoria 2,Aguas archipelagicas
1883247N14302,NA,CS,Unnamed,TS,1883,9,6,95,0,Huracan Categoria 2,Aguas archipelagicas
1956222N13313,NA,NA,Betsy,TS,1956,8,13,95,0,Huracan Categoria 2,Aguas archipelagicas
1998259N10335,NA,NA,Georges,TS,1998,9,22,95,970,Huracan Categoria 2,Aguas archipelagicas
2022257N16312,NA,NA,Fiona,TS,2022,9,20,98,971,Huracan Categoria 3,Aguas archipelagicas
1893226N10310,NA,NA,Unnamed,TS,1893,8,18,100,0,Huracan Categoria 3,Aguas archipelagicas
1998259N10335,NA,CS,Georges,TS,1998,9,22,100,966,Huracan Categoria 3,Aguas archipelagicas
2022257N16312,NA,NA,Fiona,TS,2022,9,20,100,967,Huracan Categoria 3,Aguas archipelagicas
2017260N12310,NA,NA,Maria,TS,2017,9,21,103,960,Huracan Categoria 3,Aguas archipelagicas
1899215N12329,NA,NA,Unnamed,TS,1899,8,9,105,0,Huracan Categoria 3,Aguas archipelagicas
1899215N12329,NA,NA,Unnamed,TS,1899,8,9,105,0,Huracan Categoria 3,Aguas archipelagicas
1899215N12329,NA,NA,Unnamed,TS,1899,8,9,105,0,Huracan Categoria 3,Aguas archipelagicas
1899215N12329,NA,NA,Unnamed,TS,1899,8,10,105,0,Huracan Categoria 3,Aguas archipelagicas
2017260N12310,NA,NA,Maria,TS,2017,9,21,105,960,Huracan Categoria 3,Aguas archipelagicas
2017260N12310,NA,NA,Maria,TS,2017,9,21,108,957,Huracan Categoria 3,Aguas archipelagicas
2017260N12310,NA,NA,Maria,TS,2017,9,22,110,953,Huracan Categoria 3,Aguas archipelagicas
1979238N12324,NA,NA,David,TS,1979,9,1,115,966,Huracan Categoria 4,Aguas archipelagicas
1928250N14343,NA,NA,Unnamed,TS,1928,9,14,128,0,Huracan Categoria 4,Aguas archipelagicas
1928250N14343,NA,NA,Unnamed,TS,1928,9,14,130,0,Huracan Categoria 4,Aguas archipelagicas
1979238N12324,NA,NA,David,TS,1979,9,1,130,953,Huracan Categoria 4,Aguas archipelagicas
1928250N14343,NA,NA,Unnamed,TS,1928,9,14,135,0,Huracan Categoria 4,Aguas archipelagicas
1928250N14343,NA,NA,Unnamed,TS,1928,9,15,135,0,Huracan Categoria 4,Aguas archipelagicas
1966265N10325,NA,CS,Inez,TS,1966,9,29,140,0,Huracan Categoria 5,Aguas archipelagicas
2017242N16333,NA,NA,Irma,TS,2017,9,7,145,922,Huracan Categoria 5,Aguas archipelagicas
1853318N20288,NA,NA,Unnamed,TS,1853,11,14,0,0,Depresión tropical,Zona económica exclusiva
1853318N20288,NA,NA,Unnamed,TS,1853,11,14,0,0,Depresión tropical,Zona económica exclusiva
1853318N20288,NA,NA,Unnamed,TS,1853,11,15,0,0,Depresión tropical,Zona económica exclusiva
1853318N20288,NA,NA,Unnamed,TS,1853,11,15,0,0,Depresión tropical,Zona económica exclusiva
1853318N20288,NA,NA,Unnamed,TS,1853,11,15,0,0,Depresión tropical,Zona económica exclusiva
1859284N19293,NA,NA,Unnamed,TS,1859,10,11,0,0,Depresión tropical,Zona económica exclusiva
1859284N19293,NA,NA,Unnamed,TS,1859,10,11,0,0,Depresión tropical,Zona económica exclusiva
1859284N19293,NA,NA,Unnamed,TS,1859,10,12,0,0,Depresión tropical,Zona económica exclusiva
1863255N15300,NA,NA,Unnamed,TS,1863,9,14,0,0,Depresión tropical,Zona económica exclusiva
1864283N18290,NA,CS,Unnamed,TS,1864,10,8,0,0,Depresión tropical,Zona económica exclusiva
1865267N20287,NA,NA,Unnamed,TS,1865,9,25,0,0,Depresión tropical,Zona económica exclusiva
1865267N20287,NA,NA,Unnamed,TS,1865,9,25,0,0,Depresión tropical,Zona económica exclusiva
1865267N20287,NA,NA,Unnamed,TS,1865,9,25,0,0,Depresión tropical,Zona económica exclusiva
1865282N19289,NA,NA,Unnamed,TS,1865,10,10,0,0,Depresión tropical,Zona económica exclusiva
1868193N13303,NA,CS,Unnamed,TS,1868,7,13,0,0,Depresión tropical,Zona económica exclusiva
1868288N16291,NA,CS,Unnamed,TS,1868,10,14,0,0,Depresión tropical,Zona económica exclusiva
1869245N20288,NA,NA,Unnamed,TS,1869,9,2,0,0,Depresión tropical,Zona económica exclusiva
1872280N18291,NA,CS,Unnamed,TS,1872,10,5,0,0,Depresión tropical,Zona económica exclusiva
1876231N14303,NA,CS,Unnamed,TS,1876,8,20,0,0,Depresión tropical,Zona económica exclusiva
1876231N14303,NA,CS,Unnamed,TS,1876,8,20,0,0,Depresión tropical,Zona económica exclusiva
1887216N18300,NA,NA,Unnamed,TS,1887,8,5,0,0,Depresión tropical,Zona económica exclusiva
1887216N18300,NA,NA,Unnamed,TS,1887,8,5,0,0,Depresión tropical,Zona económica exclusiva
1889136N19292,NA,NA,Unnamed,TS,1889,5,16,0,0,Depresión tropical,Zona económica exclusiva
1898265N20294,NA,NA,Unnamed,TS,1898,9,23,0,0,Depresión tropical,Zona económica exclusiva
1898265N20294,NA,NA,Unnamed,TS,1898,9,24,0,0,Depresión tropical,Zona económica exclusiva
1974246N10341,NA,NA,Unnamed,TS,1974,9,11,20,0,Depresión tropical,Zona económica exclusiva
2009279N15311,NA,NA,Henri,DS,2009,10,10,20,1012,Depresión tropical,Zona económica exclusiva
2013248N16294,NA,NA,Gabrielle,DS,2013,9,6,20,1010,Depresión tropical,Zona económica exclusiva
2013248N16294,NA,NA,Gabrielle,DS,2013,9,6,20,1010,Depresión tropical,Zona económica exclusiva
1941288N21291,NA,NA,Unnamed,TS,1941,10,15,25,0,Depresión tropical,Zona económica exclusiva
1941288N21291,NA,NA,Unnamed,TS,1941,10,15,25,0,Depresión tropical,Zona económica exclusiva
1970274N15306,NA,NA,Unnamed,TS,1970,10,9,25,0,Depresión tropical,Zona económica exclusiva
1974246N10341,NA,NA,Unnamed,TS,1974,9,10,25,0,Depresión tropical,Zona económica exclusiva
1959264N20292,NA,NA,Gracie,TS,1959,9,21,28,0,Depresión tropical,Zona económica exclusiva
1900297N15296,NA,CS,Unnamed,TS,1900,10,25,30,0,Depresión tropical,Zona económica exclusiva
1900297N15296,NA,CS,Unnamed,TS,1900,10,25,30,0,Depresión tropical,Zona económica exclusiva
